中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
978,"	2022-06-20 00:00:00",0,"1.0490000000000001E+002",1001,9203,1012,0,22177,11193,"5.2000000000000002E+000",0
159,"	2022-10-10 00:00:00",0,"9.7099999999999994E+001",1001,2262,101,0,22688,2522,"1.8E+000",0
1212,"	2022-06-14 00:00:00",0,"9.2900000000000006E+001",1001,8690,1486,0,22171,11388,"6.7999999999999998E+000",0
737,"	2022-07-12 00:00:00",0,"9.1099999999999994E+001",1001,6244,848,0,22199,7829,"6.2000000000000002E+000",0
782,"	2022-09-02 00:00:00",0,"9.1299999999999997E+001",1001,5976,591,0,22289,7349,"6.0999999999999996E+000",0
89,"	2022-08-07 00:00:00",0,"7.1799999999999997E+001",1001,965,47,0,22267,1101,"1.5E+000",0
57,"	2022-10-07 00:00:00",0,"7.75E+001",1001,919,20,0,22672,996,"1.3999999999999999E+000",0
104,"	2022-10-19 00:00:00",0,"7.4599999999999994E+001",1001,1239,44,0,22728,1387,"1.6000000000000001E+000",0
603,"	2022-07-20 00:00:00",0,"9.8799999999999997E+001",1001,6025,610,0,22207,7238,"4.0999999999999996E+000",0
707,"	2022-06-22 00:00:00",0,"1.0059999999999999E+002",1001,7035,573,0,22179,8315,"4.7000000000000002E+000",0
628,"	2022-09-10 00:00:00",0,"9.4599999999999994E+001",1001,5502,421,0,22367,6551,"4.0999999999999996E+000",0
312,"	2022-09-01 00:00:00",0,"7.6900000000000006E+001",1001,2621,166,0,22288,3099,"3.7999999999999998E+000",0
46,"	2022-07-28 00:00:00",0,"1.102E+002",1001,775,26,0,22215,847,5.9999999999999998E-001,0
119,"	2022-06-30 00:00:00",0,"8.6599999999999994E+001",1001,1033,61,0,22187,1213,"2.0E+000",0
442,"	2022-09-09 00:00:00",0,"8.1299999999999997E+001",1001,3912,257,0,22347,4611,"4.0999999999999996E+000",0
110,"	2022-10-27 00:00:00",0,"8.8099999999999994E+001",1001,1576,47,0,22769,1733,"1.6000000000000001E+000",0
702,"	2022-09-18 00:00:00",0,"9.3299999999999997E+001",1001,6421,592,0,22507,7715,"5.5999999999999996E+000",0
75,"	2022-10-15 00:00:00",0,"8.1799999999999997E+001",1001,885,28,0,22710,988,"1.3999999999999999E+000",0
330,"	2022-08-05 00:00:00",0,"8.5700000000000003E+001",1001,2628,237,0,22232,3195,"4.7000000000000002E+000",0
161,"	2022-10-24 00:00:00",0,"7.5099999999999994E+001",1001,1825,75,0,22748,2061,"1.8E+000",0
40,"	2022-09-26 00:00:00",0,"7.9200000000000003E+001",1001,559,13,0,22588,612,"1.3999999999999999E+000",0
240,"	2022-07-08 00:00:00",0,"9.4200000000000003E+001",1001,2510,178,0,22195,2928,"2.5E+000",0
114,"	2022-11-04 00:00:00",0,"8.3200000000000003E+001",1001,1070,62,0,22887,1246,"2.1000000000000001E+000",0
197,"	2022-08-13 00:00:00",0,"7.3E+001",1001,1744,82,0,22273,2023,"2.3999999999999999E+000",0
29,"	2022-10-04 00:00:00",0,"6.5E+001",1001,408,7,0,22669,444,6.9999999999999996E-001,0
1797,"	2022-07-16 00:00:00",0,"1.0259999999999999E+002",1001,13868,2414,0,22203,18079,"8.8000000000000007E+000",0
317,"	2022-11-01 00:00:00",0,"1.027E+002",1001,4051,180,0,22827,4548,"2.2000000000000002E+000",0
788,"	2022-09-17 00:00:00",0,"9.0900000000000006E+001",1001,6456,585,0,22487,7829,"6.7000000000000002E+000",0
836,"	2022-09-07 00:00:00",0,"9.25E+001",1001,6487,577,0,22330,7900,"6.0999999999999996E+000",0
11,"	2022-11-12 00:00:00",0,"6.2299999999999997E+001",1001,155,4,0,22933,170,9.0000000000000002E-001,0
47,"	2022-10-12 00:00:00",0,"6.9200000000000003E+001",1001,717,19,0,22707,783,"1.1000000000000001E+000",0
549,"	2022-07-24 00:00:00",0,"1.022E+002",1001,5777,508,0,22211,6834,"3.5E+000",0
50,"	2022-09-25 00:00:00",0,"6.3600000000000001E+001",1001,744,16,0,22587,810,"1.1000000000000001E+000",0
54,"	2022-11-09 00:00:00",0,"6.5099999999999994E+001",1001,597,14,0,22930,665,"1.3999999999999999E+000",0
14,"	2022-10-03 00:00:00",0,"7.7799999999999997E+001",1001,220,7,0,22668,241,8.0000000000000004E-001,0
14,"	2022-11-17 00:00:00",0,"4.4700000000000003E+001",1001,262,3,0,22951,279,5.9999999999999998E-001,0
1131,"	2022-05-18 00:00:00",0,"8.2099999999999994E+001",1001,7474,1320,0,22144,9925,"1.0199999999999999E+001",0
1094,"	2022-05-26 00:00:00",0,"9.3599999999999994E+001",1001,8083,1167,0,22152,10344,"7.4000000000000004E+000",0
2079,"	2022-06-03 00:00:00",0,"9.9700000000000003E+001",1001,15371,2412,0,22160,19862,"9.4000000000000004E+000",0
1484,"	2022-05-15 00:00:00",0,"7.9099999999999994E+001",1001,9869,2117,0,22141,13470,"1.2800000000000001E+001",0
662,"	2022-06-11 00:00:00",0,"8.6299999999999997E+001",1001,4885,691,0,22168,6238,"6.5E+000",0
1509,"	2022-05-23 00:00:00",0,"9.0E+001",1001,9785,1695,0,22149,12989,"8.5999999999999996E+000",0
890,"	2022-06-19 00:00:00",0,"1.042E+002",1001,8613,881,0,22176,10384,"5.0E+000",0
1517,"	2022-05-31 00:00:00",0,"9.4E+001",1001,11151,1816,0,22157,14484,"9.1999999999999993E+000",0
168,"	2022-06-08 00:00:00",0,"6.7200000000000003E+001",1001,1321,174,0,22165,1663,"2.7999999999999998E+000",0
246,"	2022-06-29 00:00:00",0,"8.6E+001",1001,2588,140,0,22186,2974,"4.0E+000",0
975,"	2022-05-25 00:00:00",0,"8.5599999999999994E+001",1001,6302,1073,0,22151,8350,"8.3000000000000007E+000",0
177,"	2022-08-31 00:00:00",0,"8.55E+001",1001,1561,112,0,22287,1850,"2.8999999999999999E+000",0
469,"	2022-06-28 00:00:00",0,"1.03E+002",1001,5146,344,0,22185,5959,"3.3999999999999999E+000",0
122,"	2022-08-03 00:00:00",0,"8.9200000000000003E+001",1001,898,64,0,22230,1084,"2.1000000000000001E+000",0
284,"	2022-07-07 00:00:00",0,"9.3400000000000006E+001",1001,2837,205,0,22194,3326,"2.7999999999999998E+000",0
2115,"	2022-06-02 00:00:00",0,"9.85E+001",1001,15148,2666,0,22159,19929,"1.04E+001",0
527,"	2022-09-08 00:00:00",0,"8.8099999999999994E+001",1001,4234,366,0,22331,5127,"5.0E+000",0
430,"	2022-08-11 00:00:00",0,"9.0599999999999994E+001",1001,3289,270,0,22271,3989,"4.5E+000",0
338,"	2022-07-06 00:00:00",0,"9.8400000000000006E+001",1001,3689,280,0,22193,4307,"3.0E+000",0
2013,"	2022-07-15 00:00:00",0,"9.7E+001",1001,14086,2427,0,22202,18526,"1.0199999999999999E+001",0
1331,"	2022-06-10 00:00:00",0,"8.8200000000000003E+001",1001,9841,1494,0,22167,12666,"8.9000000000000004E+000",0
419,"	2022-09-16 00:00:00",0,"8.8400000000000006E+001",1001,4540,286,0,22468,5245,"5.7000000000000002E+000",0
285,"	2022-09-05 00:00:00",0,"9.2200000000000003E+001",1001,2275,178,0,22328,2738,"3.2999999999999998E+000",0
1426,"	2022-07-14 00:00:00",0,"9.2200000000000003E+001",1001,10583,1482,0,22201,13491,"9.3000000000000007E+000",0
748,"	2022-07-23 00:00:00",0,"9.9299999999999997E+001",1001,6819,718,0,22210,8285,"4.5999999999999996E+000",0
1337,"	2022-05-21 00:00:00",0,"8.8700000000000003E+001",1001,8772,1649,0,22147,11758,"1.0E+001",0
18,"	2022-09-24 00:00:00",0,"6.9E+001",1001,285,2,0,22570,305,6.9999999999999996E-001,0
955,"	2022-06-18 00:00:00",0,"1.038E+002",1001,9203,988,0,22175,11146,"5.0999999999999996E+000",0
257,"	2022-09-13 00:00:00",0,"8.0400000000000006E+001",1001,2356,155,0,22427,2768,"3.1000000000000001E+000",0
66,"	2022-07-31 00:00:00",0,"7.95E+001",1001,908,52,0,22227,1026,"1.0E+000",0
813,"	2022-07-22 00:00:00",0,"9.55E+001",1001,6197,710,0,22209,7720,"5.4000000000000004E+000",0
2288,"	2022-05-29 00:00:00",0,"9.4099999999999994E+001",1001,15434,3308,0,22155,21030,"1.3300000000000001E+001",0
371,"	2022-06-26 00:00:00",0,"1.0359999999999999E+002",1001,4600,310,0,22183,5281,"3.0E+000",0
14,"	2022-10-02 00:00:00",0,"6.9799999999999997E+001",1001,310,4,0,22667,328,6.9999999999999996E-001,0
40,"	2022-09-21 00:00:00",0,"8.2799999999999997E+001",1001,670,16,0,22567,726,"1.2E+000",0
149,"	2022-08-08 00:00:00",0,"9.2599999999999994E+001",1001,1179,87,0,22268,1415,"2.7999999999999998E+000",0
2408,"	2022-06-06 00:00:00",0,"9.6700000000000003E+001",1001,16064,3042,0,22163,21514,"1.14E+001",0
64,"	2022-07-30 00:00:00",0,"8.0599999999999994E+001",1001,683,32,0,22217,779,"1.3999999999999999E+000",0
537,"	2022-07-04 00:00:00",0,"1.0759999999999999E+002",1001,5166,548,0,22191,6251,"3.1000000000000001E+000",0
44,"	2022-09-29 00:00:00",0,"8.3900000000000006E+001",1001,847,13,0,22607,904,"1.3999999999999999E+000",0
490,"	2022-09-15 00:00:00",0,"9.2799999999999997E+001",1001,4132,382,0,22467,5004,"4.7000000000000002E+000",0
1027,"	2022-01-03 00:00:00",0,"7.8799999999999997E+001",1001,6607,1257,0,21984,8891,"6.7000000000000002E+000",0
125,"	2022-08-01 00:00:00",0,"1.048E+002",1001,1353,85,0,22228,1563,"1.7E+000",0
80,"	2022-10-21 00:00:00",0,"7.9599999999999994E+001",1001,1143,52,0,22730,1275,"2.1000000000000001E+000",0
1344,"	2022-01-08 00:00:00",0,"8.1400000000000006E+001",1001,8157,1745,0,21989,11246,"1.0E+001",0
94,"	2022-10-11 00:00:00",0,"8.3299999999999997E+001",1001,1219,39,0,22689,1352,"1.3E+000",0
942,"	2022-01-15 00:00:00",0,"8.8099999999999994E+001",1001,6358,1208,0,22003,8508,"8.4000000000000004E+000",0
41,"	2022-09-23 00:00:00",0,"7.0E+001",1001,791,13,0,22569,845,"1.1000000000000001E+000",0
889,"	2022-08-09 00:00:00",0,"8.7799999999999997E+001",1001,6657,935,0,22269,8481,"9.5999999999999996E+000",0
120,"	2022-10-20 00:00:00",0,"7.4099999999999994E+001",1001,1630,42,0,22729,1792,"1.3999999999999999E+000",0
120,"	2022-10-29 00:00:00",0,"9.1200000000000003E+001",1001,1517,44,0,22787,1681,"1.8E+000",0
1480,"	2022-01-10 00:00:00",0,"8.2099999999999994E+001",1001,8817,1924,0,22008,12221,"1.36E+001",0
16,"	2022-10-01 00:00:00",0,"5.9299999999999997E+001",1001,336,3,0,22647,355,9.0000000000000002E-001,0
96,"	2022-10-28 00:00:00",0,"7.5799999999999997E+001",1001,1426,51,0,22770,1573,"1.6000000000000001E+000",0
618,"	2022-09-03 00:00:00",0,"9.15E+001",1001,4711,413,0,22307,5742,"5.4000000000000004E+000",0
539,"	2022-01-24 00:00:00",0,"7.7799999999999997E+001",1001,4160,769,0,22016,5468,"9.0E+000",0
1258,"	2022-01-19 00:00:00",0,"8.8599999999999994E+001",1001,8451,1183,0,22011,10892,"8.0E+000",0
69,"	2022-11-06 00:00:00",0,"8.15E+001",1001,851,25,0,22927,945,"1.8E+000",0
207,"	2022-10-09 00:00:00",0,"7.3099999999999994E+001",1001,2214,93,0,22687,2514,"1.8999999999999999E+000",0
152,"	2022-11-05 00:00:00",0,"8.9E+001",1001,2019,70,0,22907,2241,"2.5E+000",0
1672,"	2022-02-02 00:00:00",0,"8.7200000000000003E+001",1001,11919,1915,0,22024,15506,"1.0699999999999999E+001",0
1128,"	2022-01-27 00:00:00",0,"7.6200000000000003E+001",1001,6943,1532,0,22019,9603,"1.25E+001",0
458,"	2022-09-11 00:00:00",0,"9.0900000000000006E+001",1001,4038,293,0,22387,4789,"4.4000000000000004E+000",0
65,"	2022-11-14 00:00:00",0,"7.1700000000000003E+001",1001,769,21,0,22948,855,"1.3999999999999999E+000",0
34,"	2022-11-13 00:00:00",0,"6.5599999999999994E+001",1001,504,11,0,22947,549,"1.2E+000",0
51,"	2022-10-18 00:00:00",0,"8.8599999999999994E+001",1001,569,17,0,22727,637,"1.8999999999999999E+000",0
2109,"	2022-02-05 00:00:00",0,"8.85E+001",1001,13416,2308,0,22027,17833,"1.1E+001",0
1329,"	2022-02-10 00:00:00",0,"8.5E+001",1001,9645,1389,0,22032,12363,"9.0E+000",0
1431,"	2022-01-05 00:00:00",0,"8.6900000000000006E+001",1001,9076,1924,0,21986,12431,"1.0E+001",0
120,"	2022-10-26 00:00:00",0,"8.6200000000000003E+001",1001,1667,40,0,22768,1827,"1.7E+000",0
196,"	2022-09-19 00:00:00",0,"7.6799999999999997E+001",1001,1620,218,0,22527,2034,"2.8999999999999999E+000",0
992,"	2022-01-04 00:00:00",0,"7.9200000000000003E+001",1001,7202,1240,0,21985,9434,"9.0999999999999996E+000",0
246,"	2022-11-03 00:00:00",0,"8.8200000000000003E+001",1001,2312,173,0,22867,2731,"2.8999999999999999E+000",0
31,"	2022-09-27 00:00:00",0,"7.4200000000000003E+001",1001,627,11,0,22589,669,9.0000000000000002E-001,0
1831,"	2022-02-18 00:00:00",0,"8.55E+001",1001,12166,2598,0,22040,16595,"1.3199999999999999E+001",0
1817,"	2022-01-11 00:00:00",0,"9.7E+001",1001,13613,2538,0,22005,17968,"1.0199999999999999E+001",0
1623,"	2022-02-13 00:00:00",0,"8.7099999999999994E+001",1001,11528,1780,0,22035,14931,"1.0300000000000001E+001",0
1612,"	2022-01-18 00:00:00",0,"8.7E+001",1001,11156,1449,0,22004,14217,"9.0999999999999996E+000",0
34,"	2022-11-11 00:00:00",0,"7.7E+001",1001,556,12,0,22932,602,"1.1000000000000001E+000",0
53,"	2022-10-05 00:00:00",0,"7.5400000000000006E+001",1001,896,14,0,22670,963,"1.3E+000",0
1538,"	2022-02-27 00:00:00",0,"8.75E+001",1001,9581,2270,0,22048,13389,"9.6999999999999993E+000",0
871,"	2022-01-02 00:00:00",0,"7.9599999999999994E+001",1001,5441,1040,0,21983,7352,"6.5999999999999996E+000",0
1023,"	2022-01-21 00:00:00",0,"8.3799999999999997E+001",1001,7595,1193,0,22013,9811,"8.3000000000000007E+000",0
3277,"	2022-02-21 00:00:00",0,"7.8E+001",1001,20851,5343,0,22043,29471,"2.1899999999999999E+001",0
785,"	2022-01-20 00:00:00",0,"8.3299999999999997E+001",1001,5681,804,0,22012,7270,"6.2999999999999998E+000",0
69,"	2022-10-13 00:00:00",0,"6.8900000000000006E+001",1001,882,19,0,22708,970,"1.3E+000",0
1596,"	2022-01-29 00:00:00",0,"8.8700000000000003E+001",1001,10140,1548,0,22021,13284,"9.0E+000",0
1056,"	2022-03-07 00:00:00",0,"8.7099999999999994E+001",1001,9076,1372,0,22056,11504,"9.4000000000000004E+000",0
1365,"	2022-03-02 00:00:00",0,"8.45E+001",1001,9102,1524,0,22051,11991,"8.6999999999999993E+000",0
1455,"	2022-01-13 00:00:00",0,"8.6099999999999994E+001",1001,9983,1499,0,22002,12937,"9.6999999999999993E+000",0
1388,"	2022-01-28 00:00:00",0,"8.0799999999999997E+001",1001,8897,1821,0,22020,12106,"1.16E+001",0
1668,"	2022-03-10 00:00:00",0,"8.6299999999999997E+001",1001,11084,2672,0,22059,15424,"1.2800000000000001E+001",0
1372,"	2022-02-06 00:00:00",0,"8.2700000000000003E+001",1001,9066,1553,0,22028,11991,"1.0300000000000001E+001",0
2096,"	2022-03-15 00:00:00",0,"8.0200000000000003E+001",1001,13463,3519,0,22064,19078,"1.51E+001",0
92,"	2022-10-22 00:00:00",0,"7.8900000000000006E+001",1001,1042,33,0,22731,1167,"1.7E+000",0
859,"	2022-01-17 00:00:00",0,"8.4299999999999997E+001",1001,5623,929,0,22010,7411,"8.0E+000",0
1309,"	2022-02-07 00:00:00",0,"8.9099999999999994E+001",1001,8475,1341,0,22029,11125,"8.5E+000",0
958,"	2022-01-26 00:00:00",0,"7.6700000000000003E+001",1001,6222,1034,0,22018,8214,"8.1999999999999993E+000",0
1202,"	2022-03-18 00:00:00",0,"8.2700000000000003E+001",1001,7998,1718,0,22067,10918,"1.15E+001",0
1185,"	2022-02-15 00:00:00",0,"8.2200000000000003E+001",1001,8621,1773,0,22037,11579,"1.1800000000000001E+001",0
191,"	2022-10-30 00:00:00",0,"9.3200000000000003E+001",1001,2602,82,0,22807,2875,"2.2000000000000002E+000",0
2104,"	2022-03-23 00:00:00",0,"8.7599999999999994E+001",1001,14121,3126,0,22072,19351,"1.41E+001",0
1498,"	2022-02-14 00:00:00",0,"9.0700000000000003E+001",1001,10674,1837,0,22036,14009,"1.06E+001",0
1475,"	2022-02-04 00:00:00",0,"9.7799999999999997E+001",1001,12325,1737,0,22026,15537,"8.3000000000000007E+000",0
1814,"	2022-05-16 00:00:00",0,"8.15E+001",1001,10696,2362,0,22142,14872,"1.24E+001",0
58,"	2022-11-07 00:00:00",0,"8.3E+001",1001,679,39,0,22928,776,"1.8E+000",0
1594,"	2022-03-31 00:00:00",0,"8.55E+001",1001,10279,2056,0,22080,13929,"1.15E+001",0
50,"	2022-02-24 00:00:00",0,"7.7099999999999994E+001",1001,294,46,0,22045,390,"3.7999999999999998E+000",0
2511,"	2022-03-26 00:00:00",0,"8.2200000000000003E+001",1001,16549,4856,0,22075,23916,"1.85E+001",0
1213,"	2022-02-22 00:00:00",0,"9.1299999999999997E+001",1001,7925,1522,0,22044,10660,"1.39E+001",0
1295,"	2022-02-12 00:00:00",0,"8.6799999999999997E+001",1001,8623,1368,0,22034,11286,"8.0E+000",0
1381,"	2022-05-24 00:00:00",0,"8.6099999999999994E+001",1001,8637,1778,0,22150,11796,"1.04E+001",0
1281,"	2022-03-04 00:00:00",0,"8.9200000000000003E+001",1001,9094,1714,0,22053,12089,"9.0999999999999996E+000",0
1580,"	2022-04-08 00:00:00",0,"9.0799999999999997E+001",1001,10453,1946,0,22088,13979,"9.8000000000000007E+000",0
2806,"	2022-02-20 00:00:00",0,"8.7099999999999994E+001",1001,17991,4666,0,22042,25463,"1.7399999999999999E+001",0
49,"	2022-11-15 00:00:00",0,"7.3E+001",1001,670,13,0,22949,732,9.0000000000000002E-001,0
1310,"	2022-03-03 00:00:00",0,"9.0799999999999997E+001",1001,9241,1727,0,22052,12278,"9.8000000000000007E+000",0
1505,"	2022-04-03 00:00:00",0,"8.4400000000000006E+001",1001,9875,1976,0,22083,13356,"1.1699999999999999E+001",0
1736,"	2022-04-16 00:00:00",0,"9.6700000000000003E+001",1001,12903,2299,0,22096,16938,"9.5999999999999996E+000",0
1427,"	2022-03-12 00:00:00",0,"8.3400000000000006E+001",1001,9754,2137,0,22061,13318,"1.05E+001",0
1715,"	2022-06-01 00:00:00",0,"9.3E+001",1001,12502,2182,0,22158,16399,"9.8000000000000007E+000",0
1042,"	2022-01-06 00:00:00",0,"8.5599999999999994E+001",1001,6457,1142,0,21987,8641,"7.7999999999999998E+000",0
711,"	2022-03-01 00:00:00",0,"9.0400000000000006E+001",1001,5329,836,0,22050,6876,"5.5999999999999996E+000",0
1496,"	2022-03-11 00:00:00",0,"7.7599999999999994E+001",1001,9836,2184,0,22060,13516,"1.14E+001",0
1630,"	2022-04-11 00:00:00",0,"8.6900000000000006E+001",1001,10965,2082,0,22091,14677,"1.09E+001",0
826,"	2022-05-14 00:00:00",0,"7.55E+001",1001,5506,1386,0,22124,7718,"1.3199999999999999E+001",0
2807,"	2022-04-24 00:00:00",0,"9.0799999999999997E+001",1001,17642,4713,0,22104,25162,"1.7100000000000001E+001",0
1227,"	2022-06-09 00:00:00",0,"7.4200000000000003E+001",1001,8810,1389,0,22166,11426,"6.2999999999999998E+000",0
2059,"	2022-03-20 00:00:00",0,"8.9299999999999997E+001",1001,13896,2618,0,22069,18573,"1.16E+001",0
726,"	2022-05-22 00:00:00",0,"9.6099999999999994E+001",1001,5415,1003,0,22148,7144,"9.9000000000000004E+000",0
1493,"	2022-03-09 00:00:00",0,"8.6400000000000006E+001",1001,10136,1807,0,22058,13436,"1.0800000000000001E+001",0
1194,"	2022-01-12 00:00:00",0,"8.6599999999999994E+001",1001,7656,1364,0,22006,10214,"8.9000000000000004E+000",0
2040,"	2022-03-19 00:00:00",0,"9.0799999999999997E+001",1001,13609,3061,0,22068,18710,"1.2199999999999999E+001",0
1594,"	2022-04-19 00:00:00",0,"7.7400000000000006E+001",1001,9955,2222,0,22099,13771,"1.3E+001",0
2137,"	2022-05-02 00:00:00",0,"8.6E+001",1001,12809,2679,0,22112,17625,"1.2E+001",0
1474,"	2022-06-17 00:00:00",0,"1.048E+002",1001,12026,1756,0,22174,15256,"6.9000000000000004E+000",0
1273,"	2022-03-28 00:00:00",0,"7.35E+001",1001,9022,1813,0,22077,12108,"1.46E+001",0
2626,"	2022-04-27 00:00:00",0,"9.4299999999999997E+001",1001,17230,4563,0,22107,24419,"1.55E+001",0
1816,"	2022-05-30 00:00:00",0,"9.1400000000000006E+001",1001,12642,2178,0,22156,16636,"1.1699999999999999E+001",0
2486,"	2022-03-27 00:00:00",0,"8.6400000000000006E+001",1001,16251,3402,0,22076,22139,"1.54E+001",0
1770,"	2022-03-17 00:00:00",0,"8.5E+001",1001,12242,2961,0,22066,16973,"1.4199999999999999E+001",0
583,"	2022-06-25 00:00:00",0,"1.0359999999999999E+002",1001,5815,409,0,22182,6807,"3.5E+000",0
1776,"	2022-05-10 00:00:00",0,"8.5200000000000003E+001",1001,11226,2614,0,22120,15616,"1.4E+001",0
852,"	2022-01-22 00:00:00",0,"8.3799999999999997E+001",1001,6075,915,0,22014,7842,"7.5999999999999996E+000",0
625,"	2022-06-07 00:00:00",0,"8.75E+001",1001,5194,661,0,22164,6480,"5.0E+000",0
2595,"	2022-03-25 00:00:00",0,"8.6700000000000003E+001",1001,16433,4281,0,22074,23309,"1.6300000000000001E+001",0
1868,"	2022-05-05 00:00:00",0,"8.5599999999999994E+001",1001,11710,2860,0,22115,16438,"1.2300000000000001E+001",0
1585,"	2022-04-04 00:00:00",0,"8.1400000000000006E+001",1001,10113,2279,0,22084,13977,"1.15E+001",0
516,"	2022-07-03 00:00:00",0,"1.045E+002",1001,5558,454,0,22190,6528,"3.0E+000",0
1730,"	2022-04-30 00:00:00",0,"9.0700000000000003E+001",1001,12530,2339,0,22110,16599,"1.1300000000000001E+001",0
93,"	2022-10-23 00:00:00",0,"8.9299999999999997E+001",1001,1159,28,0,22747,1280,"1.8E+000",0
36,"	2022-11-10 00:00:00",0,"6.3799999999999997E+001",1001,632,17,0,22931,685,"1.0E+000",0
252,"	2022-10-31 00:00:00",0,"1.032E+002",1001,3495,140,0,22808,3887,"1.8E+000",0
569,"	2022-01-01 00:00:00",0,"7.9799999999999997E+001",1001,3658,635,0,21982,4862,"7.7000000000000002E+000",0
641,"	2022-05-08 00:00:00",0,"7.85E+001",1001,4354,882,0,22118,5877,"1.0800000000000001E+001",0
72,"	2022-11-08 00:00:00",0,"8.55E+001",1001,754,22,0,22929,848,"1.8E+000",0
5,"	2022-01-09 00:00:00",0,"8.5900000000000006E+001",1001,32,2,0,22001,39,"3.6000000000000001E+000",0
53,"	2022-11-16 00:00:00",0,"7.5700000000000003E+001",1001,945,23,0,22950,1021,"1.5E+000",0
1061,"	2022-01-07 00:00:00",0,"8.25E+001",1001,6374,1267,0,21988,8702,"7.5999999999999996E+000",0
1058,"	2022-01-14 00:00:00",0,"8.4200000000000003E+001",1001,6835,1243,0,22009,9136,"1.0E+001",0
1202,"	2022-01-16 00:00:00",0,"8.1799999999999997E+001",1001,8078,1456,0,22007,10736,"8.4000000000000004E+000",0
1265,"	2022-03-14 00:00:00",0,"8.0200000000000003E+001",1001,8773,1814,0,22063,11852,"1.14E+001",0
1206,"	2022-03-24 00:00:00",0,"8.05E+001",1001,6886,1675,0,22073,9767,"1.1699999999999999E+001",0
2488,"	2022-04-01 00:00:00",0,"8.9900000000000006E+001",1001,16163,3458,0,22081,22109,"1.4E+001",0
2560,"	2022-03-22 00:00:00",0,"8.9200000000000003E+001",1001,16603,4252,0,22071,23415,"1.6399999999999999E+001",0
1628,"	2022-04-09 00:00:00",0,"8.6200000000000003E+001",1001,11334,2433,0,22089,15395,"1.31E+001",0
1256,"	2022-03-30 00:00:00",0,"8.0200000000000003E+001",1001,8523,1733,0,22079,11512,"1.06E+001",0
1345,"	2022-04-17 00:00:00",0,"8.8299999999999997E+001",1001,9082,1429,0,22097,11856,"9.1999999999999993E+000",0
1194,"	2022-04-07 00:00:00",0,"8.7700000000000003E+001",1001,9180,1549,0,22087,11923,"8.6999999999999993E+000",0
1569,"	2022-04-15 00:00:00",0,"9.4099999999999994E+001",1001,11717,2151,0,22095,15437,"9.8000000000000007E+000",0
3099,"	2022-04-25 00:00:00",0,"9.2099999999999994E+001",1001,19329,6152,0,22105,28580,"1.9100000000000001E+001",0
2058,"	2022-04-23 00:00:00",0,"8.9099999999999994E+001",1001,13166,3554,0,22103,18778,"1.55E+001",0
1368,"	2022-05-03 00:00:00",0,"8.5299999999999997E+001",1001,8494,1580,0,22113,11442,"9.4000000000000004E+000",0
2811,"	2022-05-01 00:00:00",0,"8.8700000000000003E+001",1001,17878,3948,0,22111,24637,"1.54E+001",0
550,"	2022-06-15 00:00:00",0,"8.4400000000000006E+001",1001,5110,577,0,22172,6237,"4.5999999999999996E+000",0
2016,"	2022-01-30 00:00:00",0,"9.9099999999999994E+001",1001,14781,2618,0,22022,19415,"1.11E+001",0
1789,"	2022-04-02 00:00:00",0,"9.1900000000000006E+001",1001,13479,2890,0,22082,18158,"1.11E+001",0
